'userID','songID','rating'
67,26850,4
67,30664,3
67,52309,2
67,56069,2
67,76691,3
67,89044,3
67,90562,3
67,90578,3
67,101998,5
68,15430,5
68,31660,3
68,36657,1
68,55446,3
68,60465,1
68,62332,1
68,74803,1
68,82342,2
68,103263,2
68,110142,1
69,926,5
69,36341,5
69,37939,4
69,43428,5
69,66869,5
69,67506,5
69,72734,4
69,83517,5
69,83777,5
69,122703,5
70,1831,5
70,1898,5
70,14956,5
70,30952,4
70,43021,4
70,45839,3
70,68057,5
70,68629,4
70,81941,4
70,105702,5
71,11922,2
71,21952,5
71,33584,4
71,56460,4
71,58534,1
71,72964,5
71,75762,4
71,86937,5
71,88023,4
71,95405,5
72,15503,5
72,19920,3
72,39258,4
72,51388,3
72,51633,5
72,53570,1
72,84625,1
72,108255,4
72,123130,4
72,127672,4
73,14752,5
73,25603,4
73,27223,4
73,35972,1
73,38550,5
73,59014,1
73,71582,4
73,74640,4
73,109683,3
73,122545,5
74,18834,3
74,24317,5
74,36752,3
74,61564,1
74,72357,3
74,93546,3
74,111990,1
74,119573,1
74,134456,1
74,135217,1
75,9317,2
75,16716,1
75,38174,4
75,47762,4
75,60936,5
75,63514,2
75,69291,3
75,79004,3
75,87688,1
75,99279,5
76,22432,3
76,39362,5
76,55533,1
76,64877,5
76,84689,5
76,95789,5
76,109752,5
76,111043,4
76,128758,5
76,129625,5
77,7976,3
77,29274,5
77,60568,5
77,76633,1
77,76873,5
77,78530,5
77,88226,5
77,95789,5
77,97799,5
77,109372,5
78,23686,2
78,26339,4
78,47382,1
78,48344,4
78,67010,1
78,71586,1
78,78456,4
78,98761,1
78,116917,4
78,134076,3
79,2291,5
79,19248,3
79,19984,5
79,21561,3
79,49507,3
79,62450,4
79,65444,4
79,90680,2
79,112052,4
79,129353,3
80,18161,4
80,28985,5
80,41102,5
80,55622,5
80,74793,4
80,75248,5
80,81638,5
80,119136,2
80,119332,4
80,134149,2
81,1826,3
81,8658,2
81,37201,2
81,62770,3
81,72693,1
81,82804,1
81,83489,3
81,96037,1
81,128445,2
81,130700,5
82,4146,3
82,6248,4
82,25774,2
82,26107,2
82,39847,3
82,84964,4
82,85111,2
82,97566,4
82,99374,2
82,113891,4
83,17227,1
83,22763,1
83,25556,1
83,74249,1
83,102784,5
83,106968,5
83,108430,1
83,124048,5
83,124219,1
83,136196,1
84,54555,4
84,58341,4
84,69564,4
84,71373,4
84,77424,5
84,109261,5
84,113895,4
84,114323,5
84,126303,5
84,127935,5
85,911,4
85,43267,4
85,71566,5
85,76598,4
85,82842,5
85,83473,4
85,84307,3
85,91575,4
85,93719,3
85,114298,3
86,1132,5
86,19477,5
86,38397,1
86,46790,1
86,49029,2
86,54776,5
86,58246,5
86,75053,2
86,83932,2
86,122243,5
87,3685,5
87,8505,5
87,17312,5
87,40738,4
87,41861,5
87,69514,4
87,82302,5
87,90699,5
87,127373,5
87,128487,4
88,3199,2
88,29721,4
88,33164,1
88,73607,2
88,85137,1
88,94141,3
88,118295,3
88,119697,1
88,128481,1
88,135764,2
89,18161,3
89,30268,3
89,42913,3
89,55418,3
89,76842,4
89,82781,2
89,95963,2
89,106318,2
89,133521,2
89,133826,4
90,19593,5
90,26608,5
90,57317,5
90,65128,5
90,68234,5
90,68900,5
90,71021,5
90,77182,5
90,119136,5
90,135532,5
91,3058,1
91,28056,1
91,29808,5
91,31244,3
91,37963,4
91,45960,3
91,56336,5
91,66767,2
91,72656,5
91,103889,5
92,12568,5
92,19290,5
92,54042,1
92,75632,1
92,89148,3
92,114925,1
92,118870,3
92,129226,5
92,130360,5
92,130458,3
93,43266,5
93,54776,5
93,62345,3
93,73622,5
93,94132,3
93,101274,5
93,108424,5
93,114998,3
93,116763,4
93,119136,1
94,10209,5
94,35432,3
94,37393,5
94,59552,4
94,78724,5
94,81952,4
94,92523,3
94,95712,2
94,114597,5
94,117574,5
95,2909,1
95,10296,2
95,10714,1
95,23157,1
95,62570,1
95,76861,1
95,98746,1
95,103714,1
95,109527,1
95,135019,1
96,1395,5
96,34580,4
96,65628,4
96,83658,5
96,97148,5
96,99026,5
96,110210,5
96,116571,4
96,118310,3
96,130151,5
97,578,5
97,2705,5
97,27222,5
97,44970,5
97,53477,4
97,74452,5
97,75443,5
97,113954,5
97,118080,4
97,128871,5
98,15938,2
98,17742,3
98,26302,5
98,26374,5
98,44545,5
98,54174,5
98,96449,3
98,103398,4
98,111316,5
98,114810,5
99,28592,5
99,29177,5
99,54776,2
99,67017,5
99,89164,5
99,89919,5
99,102812,5
99,103291,5
99,108323,5
99,120880,5
100,5314,1
100,8158,4
100,9227,1
100,26943,1
100,40710,5
100,58906,5
100,119716,1
100,120836,5
100,130132,1
100,130522,5
101,4866,1
101,46103,5
101,62332,5
101,64918,5
101,74608,1
101,86668,1
101,88424,1
101,111082,1
101,121314,5
101,124863,5
102,21703,4
102,23407,5
102,34006,1
102,35316,3
102,41203,5
102,45756,5
102,66813,2
102,95334,2
102,98606,4
102,119974,4
103,40037,1
103,51615,3
103,52611,4
103,58208,1
103,63599,4
103,83991,4
103,84334,5
103,95489,3
103,100981,2
103,129203,4
104,19105,4
104,22521,1
104,53410,3
104,70442,5
104,73282,1
104,98808,1
104,101848,3
104,113095,5
104,116846,5
104,129319,1
105,30739,5
105,31095,5
105,60943,5
105,99060,5
105,101327,5
105,109437,5
105,124398,5
105,131018,5
105,134015,5
105,134572,5
106,1852,4
106,33029,1
106,34718,1
106,49739,1
106,53076,4
106,60424,1
106,67762,1
106,81033,2
106,127590,1
106,129884,3
107,9837,4
107,17227,1
107,22807,3
107,63101,5
107,64045,5
107,79323,1
107,97414,1
107,101719,4
107,107324,5
107,126757,5
108,12714,5
108,15041,5
108,27013,5
108,40166,5
108,42099,5
108,61296,1
108,81086,5
108,87894,5
108,107709,5
108,133883,5
109,16794,3
109,17746,3
109,29356,3
109,55240,5
109,62250,4
109,67119,4
109,92881,3
109,97414,3
109,105265,3
109,124832,4
110,22746,4
110,28102,1
110,63017,5
110,68572,4
110,71582,5
110,83991,3
110,90915,5
110,101890,5
110,113227,1
110,114846,1
111,14372,5
111,33512,5
111,42099,5
111,55802,5
111,71605,5
111,83676,5
111,93047,5
111,95463,5
111,106317,5
111,129927,5
112,14933,5
112,19290,5
112,25602,2
112,45212,2
112,53378,3
112,80450,5
112,98459,4
112,108643,5
112,130850,3
112,135135,2
113,2798,5
113,6337,5
113,41748,5
113,44466,5
113,74247,1
113,93703,4
113,115082,1
113,116053,3
113,119577,5
113,126757,5
114,2552,5
114,3987,2
114,16548,4
114,31496,5
114,41963,4
114,44617,2
114,60994,5
114,74249,5
114,85295,2
114,88672,1
115,12408,1
115,22536,1
115,56440,5
115,62954,1
115,75059,4
115,75422,1
115,87697,2
115,103962,1
115,107772,1
115,132386,2
116,11679,1
116,15635,2
116,24303,1
116,69569,2
116,74342,3
116,75956,1
116,96122,2
116,103401,1
116,107927,1
116,111606,3
117,2126,4
117,16719,5
117,38102,5
117,62727,4
117,63701,5
117,89635,5
117,95064,5
117,117478,1
117,123914,5
117,127814,5
118,39479,4
118,49904,3
118,50101,4
118,62400,4
118,69336,4
118,72017,1
118,73503,1
118,78677,4
118,91657,3
118,114408,4
119,259,1
119,4381,3
119,14648,2
119,52341,3
119,56750,1
119,61853,3
119,63546,5
119,79357,3
119,86615,3
119,121294,5
120,6337,5
120,13873,5
120,41672,5
120,47587,5
120,62419,5
120,66758,5
120,103137,5
120,112023,4
120,116995,5
120,134074,5
121,7633,1
121,21147,3
121,28392,1
121,77476,1
121,80557,2
121,94305,1
121,95665,5
121,103319,2
121,129857,1
121,131131,5
122,13843,1
122,16794,1
122,60465,1
122,60888,1
122,77916,1
122,79451,1
122,92423,1
122,105742,1
122,122497,1
122,123794,1
123,16578,3
123,32275,4
123,68033,4
123,77264,5
123,87233,5
123,92107,4
123,96373,5
123,111524,5
123,121968,5
123,126801,4
124,11855,4
124,28547,5
124,33079,4
124,57231,4
124,107562,5
124,119107,4
124,120131,3
124,122815,3
124,125180,3
124,130435,3
125,4786,4
125,8845,4
125,29331,4
125,52921,3
125,73777,4
125,80756,4
125,91863,2
125,109228,5
125,113032,5
125,120008,5
126,7487,2
126,14402,1
126,19570,2
126,19604,4
126,82156,5
126,104180,2
126,113572,1
126,113756,5
126,118998,3
126,122811,5
127,10887,1
127,19090,1
127,22746,1
127,26703,1
127,50055,1
127,51655,1
127,70885,1
127,93472,1
127,104684,1
127,122933,1
128,12872,5
128,35645,4
128,51809,2
128,52671,5
128,58416,3
128,90422,4
128,91888,4
128,114366,5
128,118663,4
128,128314,4
129,25869,4
129,45059,1
129,50558,1
129,55438,5
129,58246,5
129,67423,5
129,73622,5
129,74752,5
129,75053,5
129,114005,5
130,26812,5
130,38397,1
130,41251,2
130,43163,4
130,61067,4
130,74845,3
130,82234,5
130,86756,2
130,110863,5
130,120971,5
131,4453,4
131,17848,5
131,67065,2
131,74249,4
131,92881,5
131,96148,5
131,103896,3
131,113689,5
131,124014,3
131,132680,4
132,910,5
132,5861,1
132,11396,5
132,29424,1
132,31050,1
132,31803,1
132,70017,4
132,82112,1
132,99741,5
132,130353,5
133,345,5
133,413,5
133,9681,1
133,30173,5
133,41513,5
133,41672,3
133,60193,1
133,62447,2
133,120727,1
133,129203,5
134,9362,1
134,30967,2
134,52379,1
134,54042,3
134,65693,1
134,91888,1
134,102843,5
134,116881,3
134,123897,2
134,131414,5
135,19235,4
135,21543,2
135,42109,4
135,45375,2
135,48168,5
135,57692,4
135,63270,2
135,71036,3
135,71395,5
135,121729,2
136,4943,1
136,4976,5
136,10867,5
136,11912,3
136,17410,3
136,51936,4
136,52280,5
136,55360,5
136,89912,2
136,113452,5
137,8063,2
137,20540,3
137,43022,5
137,44885,2
137,46271,3
137,51469,4
137,61480,5
137,63638,5
137,76071,4
137,97767,5
138,20546,5
138,47442,5
138,55058,1
138,64009,5
138,75173,5
138,77710,1
138,80612,1
138,125674,2
138,128197,5
138,135135,4
139,12180,1
139,19102,4
139,21255,5
139,27636,5
139,38282,5
139,41413,4
139,83543,5
139,90454,4
139,93573,1
139,98767,5
140,4453,5
140,17032,5
140,20274,5
140,21608,5
140,33101,5
140,65128,5
140,80060,5
140,81748,5
140,88890,5
140,124296,5
141,10472,5
141,13094,5
141,42941,5
141,45472,5
141,54456,5
141,59634,5
141,70804,5
141,106571,5
141,123041,5
141,132640,5
142,9021,5
142,12894,5
142,40712,5
142,57230,5
142,74883,5
142,79224,5
142,126106,5
142,126300,5
142,130107,5
142,132944,3
143,911,4
143,6248,5
143,22746,1
143,61240,4
143,71631,5
143,94196,4
143,94977,4
143,95432,4
143,121535,4
143,127717,4
144,9539,5
144,17962,1
144,30049,5
144,45839,2
144,67179,5
144,82156,5
144,89139,5
144,103693,2
